key,title,year,authors,reviewer1_decision,ai_decision,ai_reason,agreement
rayyan-486160619,Tei index for prenatal diagnosis of acute fetal hypoxia due to intermittent umbilical cord occlusion in an animal model.,,Guorong L and Shaozheng H and Zhenghua W and Boyi L and Qiuyue C and Peng J and ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160620,Ultrasonographically guided insertion of a 15-cm catheter into the deep brachial or basilic vein in patients with difficult intravenous access.,,Mills CN and Liebmann O and Stone MB and Frazee BW,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160621,Late results of catheter-directed recombinant tissue plasminogen activator fibrinolytic therapy of iliofemoral deep venous thrombosis.,,Casella IB and Presti C and Aun R and Benabou JE and Puech-Leao P,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160622,Temporary indwelling catheter system via the left brachial artery: evaluation in 83 patients with hepatic tumors.,,Nagaoka S and Itano S and Nagamatsu H and Akiyoshi J and Kurogi J and Tajiri N a,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160623,Lost and found: an unusual late complication of the Angio-Seal closure device.,,Andreotti F and Lavorgna A and Coluzzi G and Vincenzoni C and Rebuzzi AG and Por,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160624,An accidental subclavian artery cannulation: successful catheter removal by percutaneous vascular stenting.,,Cipanio S and Oggionio R and Manganio V and Bellandi G and Ercolini L and Michel,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160625,Plaque excision with the Silverhawk catheter: early results in patients with claudication or critical limb ischemia.,,Keeling WB and Shames ML and Stone PA and Armstrong PA and Johnson BL and Back M,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160626,Clinical review: alternative vascular access techniques for continuous hemofiltration.,,DiCarlo JV and Auerbach SR and Alexander SR,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160627,Endovenous laser ablation of saphenous vein is an effective treatment modality for lower extremity varicose veins.,,Kavuturu S and Girishkumar H and Ehrlich F,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160628,True lumen re-entry devices facilitate subintimal angioplasty and stenting of total chronic occlusions: Initial report.,,Jacobs DL and Motaganahalli RL and Cox DE and Wittgen CM and Peterson GJ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160629,Ultrasonographically guided percutaneous embolization of a pulmonary pseudoaneurysm.,,Sheehy N and Ford S and McDermott R and Young V and Ryan M,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160630,"Radiological treatment of male varicocele: technical, clinical, seminal and dosimetric aspects.",,Gazzera C and Rampado O and Savio L and Di Bisceglie C and Manieri C and Gandini,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160631,Percutaneous subclavian artery stent-graft placement following failed ultrasound guided subclavian venous access.,,Burbridge B and Stoneham G and Szkup P,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160632,Vascular safety: it's all about PICCs.,,Moureau N,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160633,Detection and monitoring of complications associated with femoral or axillary arterial cannulation for surgical repair of aortic dissection.,,Orihashi K and Sueda T and Okada K and Imai K,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160634,Comparison of invasive and less-invasive techniques of cardiac output measurement under different haemodynamic conditions in a pig model.,,Bajorat J and Hofmockel R and Vagts DA and Janda M and Pohl B and Beck C and Noe,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160635,Sub-micron particle behaviour and capture at an immuno-sensor surface in an ultrasonic standing wave.,,Kuznetsova LA and Martin SP and Coakley WT,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160636,[How to improve central venous catheter use in intensive care unit?].,,Merrer J and Lefrant JY and Timsit JF,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160637,Catheter-directed thrombolytic therapy for the treatment of deep venous thrombosis.,,Flick PA,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160638,The role of transesophageal echocardiography in optimizing resuscitation in acutely injured patients.,,Burns JM and Sing RF and Mostafa G and Huynh TT and Jacobs DG and Miles WS and T,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160639,Percutaneous repair of radial artery pseudoaneurysm in a hemodialysis patient using sonographically guided thrombin injection.,,Corso R and Rampoldi A and Vercelli R and Leni D and Vanzulli A,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160640,"Anatomical consideration of the radial artery for transradial coronary procedures: arterial diameter, branching anomaly and vessel tortuosity.",,Yoo BS and Yoon J and Ko JY and Kim JY and Lee SH and Hwang SO and Choe KH,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160641,Extensive upper-extremity venous thrombosis after fluorescein angiography.,,Cheng JY and Yap EY and Chao AK and Au Eong KG,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160642,Experimental percutaneous cannulation of the supraorbital arteries: implication for future therapy.,,Schwenn OK and Wustenberg EG and Konerding MA and Hattenbach LO,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160643,Considerations in catheter retrieval from the arterial system.,,Best IM and Butler KL and Bumpers HL,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160644,Cardiac function and haemodynamics during transition to high-frequency oscillatory ventilation.,,David M and von Bardeleben RS and Weiler N and Markstaller K and Scholz A and Ka,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160645,Noninvasive power Doppler-mediated diagnosis of catheter leakage in a totally implanted venous access port.,,Brucher BL and Stock K and Weiss W and Ungeheuer A and Erdmann J and Lersch C,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160646,"Can carotid angiography be performed by vascular surgeons? A critical evaluation of indications, technique, and results.",,Sullivan TM and Patel A and Langan EM 3rd and Gray BH and Mackrell PJ and Taylor,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160647,A comparison of changes in cardiac preload variables during graded hypovolemia and hypervolemia in mechanically ventilated dogs.,,Fujita Y and Yamamoto T and Sano I and Yoshioka N and Hinenoya H,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160648,Cardiovascular effects of xenon and nitrous oxide in patients during fentanyl-midazolam anaesthesia.,,Goto T and Hanne P and Ishiguro Y and Ichinose F and Niimi Y and Morita S,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160649,Occlusion of postcatheterisation femoral pseudoaneurysms with percutaneous thrombin injection under ultrasound guidance.,,Corso R and Rampoldi A and Riolo F and Carrafiello G and Solcia M and Intotero M,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160650,Postcatheterization femoral arteriovenous fistulas: endovascular treatment with stent-grafts.,,Onal B and Kosar S and Gumus T and Ilgit ET and Akpek S,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160651,Utility of IVUS-guided transaccess catheter in the treatment of long chronic total occlusion of the superficial femoral artery.,,Casserly IP and Sachar R and Bajzer C and Yadav JS,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160652,Intravascular linear thrombus after catheter removal: sonographic appearance mimicking retained catheter fragment.,,Konen O and Daneman A and Traubici J and Epelman M,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160653,Regurgitant flow field characteristics of the St. Jude bileaflet mechanical heart valve under physiologic pulsatile flow using particle image velocime,,Manning KB and Kini V and Fontaine AA and Deutsch S and Tarbell JM,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160654,Percutaneous arterial closure in peripheral vascular disease: a prospective randomized evaluation of the Perclose device.,,Starnes BW and O'Donnell SD and Gillespie DL and Goff JM and Rosa P and Parker M,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160655,Images in anesthesia: Detection of a defect pulmonary artery catheter balloon by transesophageal echocardiography.,,Felbinger TW and Lekowski RW Jr and Shernan SK and Eltzschig HK,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160656,Upper extremity deep vein thrombosis associated with indwelling peripheral venous catheters in gynecology oncology patients.,,Schimp VL and Munkarah AR and Morris RT and Deppe G and Malone J Jr,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160657,Ultrasound-guided catheterization of the portal vein in 11 cows using the Seldinger technique.,,Braun U and Camenzind D and Ossent P,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160658,Spontaneous recanalization of internal carotid artery occlusion.,,Nguyen-Huynh MN and Lev MH and Rordorf G,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160659,An alternative method for preventing extravasation complications in vascular access catheters with reservoirs for subcutaneous infusion: the double in,,Aytekin FO and Tekin K and Kocaoglu H and Erdem E,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160660,Percutaneous coil embolization of postcatheterization arterial femoral pseudoaneurysms.,,Kobeiter H and Lapeyre M and Becquemin JP and Mathieu D and Melliere D and Desgr,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160661,Hemodynamic monitoring.,,Bigatello LM and George E,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160662,Ultrasound guided human thrombin injection. A new modality in the management of femoral artery pseudo-aneurysms.,,Sultan S and Nicholls S and Madhavan P and Colgan MP and Moore D and Shanik G,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160663,Subjective assessment of left ventricular preload using transesophageal echocardiography: corresponding pulmonary artery occlusion pressures.,,Swenson JD and Bull D and Stringham J,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160664,The management of peripheral vascular complications associated with the use of percutaneous suture-mediated closure devices.,,Sprouse LR 2nd and Botta DM Jr and Hamilton IN Jr,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160665,Radiologic placement of implantable chest ports in pediatric patients.,,Lorenz JM and Funaki B and Van Ha T and Leef JA,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160666,Evaluation of thrombolysis in a porcine model of chronic deep venous thrombosis: an endovascular model.,,Lin PH and Chen C and Surowiec SM and Conklin B and Bush RL and Lumsden AB,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160667,"Effect of EMLA cream on skin thickness and subcutaneous venous diameter. A randomized, placebo-controlled study in children.",,Egekvist H and Bjerring P,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160668,Role of duplex imaging in endovenous obliteration for primary venous insufficiency.,,Pichot O and Sessa C and Chandler JG and Nuta M and Perrin M,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160669,Endovascular management of acute extensive iliofemoral deep venous thrombosis caused by May-Thurner syndrome.,,Patel NH and Stookey KR and Ketcham DB and Cragg AH,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160670,Transvenous pacing lead-induced thrombosis: a series of cases with a review of the literature.,,Barakat K and Robinson NM and Spurrell RA,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160671,Peripheral venous access ports: outcomes analysis in 109 patients.,,Bodner LJ and Nosher JL and Patel KM and Siegel RL and Biswal R and Gribbin CE a,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160672,Balloon dilation and stenting of chronic iliac vein obstruction: technical aspects and early clinical outcome.,,Neglen P and Raju S,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160673,Long-term outcome of patients with multiple (> or = 3) noninfected transvenous leads: a clinical and echocardiographic study.,,de Cock CC and Vinkers M and Van Campe LC and Verhorst PM and Visser CA,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160674,Current concepts in extraction of transvenous pacing and ICD leads.,,Love CJ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160675,Ultrasound-guided Peripheral Intravenous Catheter Insertion Technique,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160676,ULTRASOUND-GUIDED VS LANDMARK PERIPHERAL IV CANNULATION IN THE PEDIATRIC ED: a RANDOMIZED CONTROLLED TRIAL,,"Varghese, S and Ranjit, T",INCLUDE,EXCLUDE,No ultrasound guidance mentioned,DISAGREE
rayyan-486160677,Ultrasound-guided Peripheral IV vs. Standard Technique in Difficult Vascular Access Patients by ICU Nurses,,,EXCLUDE,INCLUDE,USG vs landmark PIVC with post-insertion outcomes,DISAGREE
rayyan-486160678,346 Ultra Long Versus Standard Long Peripheral Intravenous Catheters: a Randomized Controlled Trial of Ultrasound-Guided Catheter Survival,,"Price, J and Hijazi, M and Clavette-Lachapelle, L and Bahl, A",EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160679,Evaluating the Role of the Guidewire in Peripheral Intravenous Access: a Randomized Controlled Trial of Ultrasound-Guided Catheter Survival,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160680,Comparison of Single-Lumen Midline Catheters to Long Peripheral Intravenous Lines in the Emergency Department: a Randomized Controlled Trial,,"Bracey, A and Schaefer, E and Chang, AK and Brecheisen, J and Ahmed, S and Ata, ",EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160681,Effect of Needle Orientation Along vs. Across the Visual Axis on Time to Cannulation During Dynamic Ultrasound-Guided Peripheral Intravenous Access: a,,"TCTR20250818016,",EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160682,Evaluate Initial Success Rate of Ultrasound Guided Versus Landmark Approach For Peripheral Intravenous Access,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160683,Cost effectiveness of ultrasound-guided long peripheral catheters in difficult vascular access patients,,"Bahl, A and Johnson, S and Hijazi, M and Mielke, N and Chen, NW",EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160684,Ultrasound-Guided Percutaneous Cryoneurolysis to Treat Postoperative Pain After Mastectomy,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160685,Effectiveness of Ultrasound-Guided Versus Traditional IV Insertion by Oncology Nurses in Adult Population Recieving Systemic Anti-cancer Therapy,,,INCLUDE,INCLUDE,USG vs landmark PIVC with post-insertion outcomes,AGREE
